id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000092115,eif4a1a,15384.36729,-0.242375365,0.204253915,0.554974082,protein_coding,EIF4A1
ENSDARG00000019000,smc3,8110.78298,-0.111960224,0.2042577,0.554974082,protein_coding,SMC3
ENSDARG00000062146,larp4b,1834.51024,-0.154479672,0.204302514,0.554974424,protein_coding,LARP4B
ENSDARG00000090178,U1,8.382247567,0.181074941,0.204310888,NA,snRNA,NA
ENSDARG00000039400,polr1c,487.6261477,-0.237724095,0.204312302,0.554974424,protein_coding,POLR1C
ENSDARG00000015831,dnajb1a,515.052337,-0.18979464,0.20436706,0.5550075,protein_coding,DNAJB1
ENSDARG00000059507,si:dkey-163m14.2,330.0752903,0.158046876,0.204378958,0.5550075,protein_coding,NA
ENSDARG00000014550,rfx3,285.1533138,0.196704969,0.204439786,0.555098698,protein_coding,RFX3
ENSDARG00000040942,pnp6,549.1295546,0.20602555,0.204534233,0.55523374,protein_coding,PNP
ENSDARG00000085713,SNORA65,1525.968167,0.081853795,0.204544022,0.55523374,snoRNA,NA
ENSDARG00000006207,gpx1b,3704.095541,-0.207626186,0.204601644,0.555316172,protein_coding,GPX2
ENSDARG00000024587,pacsin3,1859.508233,0.104652967,0.204762932,0.55549909,protein_coding,PACSIN3
ENSDARG00000018285,pdpk1b,2122.312769,0.099683771,0.204777178,0.55549909,protein_coding,PDPK1
ENSDARG00000042927,mapre1a,1106.62835,-0.16100191,0.20477776,0.55549909,protein_coding,MAPRE1
ENSDARG00000028249,utp23,353.8079422,-0.145117557,0.204786688,0.55549909,protein_coding,UTP23
ENSDARG00000085424,U6,18.63678906,0.247577386,0.204794917,NA,snRNA,NA
ENSDARG00000087291,U6,18.63678906,0.247577386,0.204794917,NA,snRNA,NA
ENSDARG00000091210,U6,18.63678906,0.247577386,0.204794917,NA,snRNA,NA
ENSDARG00000019045,CU682355.1,1517.602215,-0.144368453,0.204805358,0.55549909,protein_coding,PSIP1
ENSDARG00000069916,SGOL1 (1 of 2),1086.690562,-0.240137894,0.204847195,0.555538613,protein_coding,SGOL1
ENSDARG00000032218,acss3,577.2074852,0.273689343,0.204942337,0.55564254,protein_coding,ACSS3
ENSDARG00000079139,SPHK1,95.87556574,-0.256482558,0.204986399,0.55564254,protein_coding,SPHK1
ENSDARG00000091381,si:dkey-191j3.2,252.9741882,-0.249972691,0.205002,0.55564254,protein_coding,NA
ENSDARG00000094278,si:dkey-199m13.2,161.909109,-0.237157341,0.205027042,0.55564254,protein_coding,NA
ENSDARG00000011376,zgc:77816,1708.626696,0.146092331,0.205042134,0.55564254,protein_coding,DNASE1L1
ENSDARG00000040067,BX284638.1,24.16224211,0.287696947,0.205042435,NA,protein_coding,ENDOG
ENSDARG00000079216,DPEP2,310.7226582,0.184099316,0.205049142,0.55564254,protein_coding,DPEP3
ENSDARG00000036505,syt4,747.133216,0.188634791,0.205146237,0.555804679,protein_coding,SYT4
ENSDARG00000028748,tm9sf3,4538.042058,-0.122630971,0.205163533,0.555804679,protein_coding,TM9SF3
ENSDARG00000026247,C18H15orf59,248.1881984,0.224433046,0.205199002,0.555826864,protein_coding,C15orf59
ENSDARG00000095892,si:dkey-151m22.9,11.43264775,0.233804808,0.205237624,NA,processed_transcript,NA
ENSDARG00000013729,srsf6a,4802.23403,-0.149521149,0.205244064,0.55586001,protein_coding,SRSF6
ENSDARG00000013950,pdf,227.3488059,-0.219905245,0.205265802,0.55586001,protein_coding,PDF
ENSDARG00000092638,ptprua,1012.19079,0.176606755,0.20539626,0.556093115,protein_coding,PTPRU
ENSDARG00000090352,si:dkey-97i18.5,1157.505014,-0.25446832,0.205409286,0.556093115,processed_transcript,NA
ENSDARG00000000229,usp49,394.6465602,-0.162884725,0.205433761,0.556093115,protein_coding,USP49
ENSDARG00000036214,dazl,23.36639453,0.282707231,0.205450282,NA,protein_coding,DAZ2
ENSDARG00000046136,BRPF1,646.924646,0.121189931,0.205573117,0.556253494,protein_coding,BRPF1
ENSDARG00000019614,phf16,948.7049232,-0.171600555,0.205594079,0.556253494,protein_coding,PHF16
ENSDARG00000040730,wdr75,1454.611115,-0.228029598,0.205611528,0.556253494,protein_coding,WDR75
ENSDARG00000003941,rrs1,953.6543991,-0.260809687,0.205646423,0.556253494,protein_coding,RRS1
ENSDARG00000017219,pabpc1a,46885.40531,0.0635109,0.205661019,0.556253494,protein_coding,PABPC1
ENSDARG00000077266,BX470200.1,72.91348942,-0.282248139,0.205662883,NA,protein_coding,NA
ENSDARG00000077174,QSOX2,380.2137572,-0.139662595,0.205678467,0.556253494,protein_coding,QSOX2
ENSDARG00000004377,ppp1r13ba,2832.699275,0.084998014,0.205684114,0.556253494,protein_coding,PPP1R13B
ENSDARG00000034262,pld2,1133.240207,0.145013726,0.205736568,0.556257889,protein_coding,PLD2
ENSDARG00000010250,nqo1,2177.188304,-0.12482182,0.205740341,0.556257889,protein_coding,NQO1
ENSDARG00000054930,TPRA1,576.7244771,0.154425795,0.205794233,0.556317004,protein_coding,TPRA1
ENSDARG00000003081,zgc:165344,56425.29181,-0.086351464,0.205816813,0.556317004,protein_coding,MYBPH
ENSDARG00000006545,rgp1,611.1550265,-0.119098727,0.205916756,0.556426171,protein_coding,RGP1
ENSDARG00000090026,si:dkey-93n13.4,407.0045644,0.131433095,0.205931003,0.556426171,processed_transcript,NA
ENSDARG00000034717,si:dkeyp-15g12.1,253.6438514,0.19857696,0.205939129,0.556426171,protein_coding,DEF6
ENSDARG00000077903,zgc:194551,28.39331341,-0.287916591,0.205952781,NA,protein_coding,NA
ENSDARG00000035578,hs3st1l2,204.5409085,0.220791044,0.205979187,0.556460612,protein_coding,HS3ST1
ENSDARG00000091077,CABZ01080599.2,209.2604905,0.236990354,0.206010185,0.556470571,protein_coding,SERPINI1
ENSDARG00000001354,slc6a13l,444.9363399,0.212178096,0.206061643,0.556525997,protein_coding,SLC6A13
ENSDARG00000092229,si:dkey-78i1.2,11.85084193,0.25362675,0.206076204,NA,pseudogene,NA
ENSDARG00000031809,rbm24b,3019.00086,0.143418251,0.206085333,0.556525997,protein_coding,RBM24
ENSDARG00000094707,si:ch211-198b3.1,179.082875,0.234135726,0.206174954,0.556694235,processed_transcript,NA
ENSDARG00000044760,gnaia,3653.29603,-0.141511339,0.206266757,0.556868316,protein_coding,GNAI3
ENSDARG00000085363,5S_rRNA,30.19584609,0.218130432,0.206270106,NA,rRNA,NA
ENSDARG00000087866,PRKACB (2 of 2),2658.972559,0.262486519,0.206309169,0.556909024,protein_coding,PRKACB
ENSDARG00000007323,chmp4b,3565.721207,-0.074109631,0.20641006,0.557058678,protein_coding,CHMP4B
ENSDARG00000093610,si:dkey-236a14.12,110.4111236,-0.275041344,0.206419289,0.557058678,processed_transcript,NA
ENSDARG00000093602,si:ch211-93g21.1,53.65464603,-0.273328266,0.206466637,NA,protein_coding,NA
ENSDARG00000037415,dlgap1b,142.8891568,-0.200399052,0.206483423,0.557157957,protein_coding,DLGAP1
ENSDARG00000088977,RIMBP2 (2 of 3),365.910049,0.172524562,0.206534003,0.557220645,protein_coding,RIMBP2
ENSDARG00000069869,zgc:113030,259.7728836,-0.222314462,0.206755931,0.557745544,protein_coding,ZNF575
ENSDARG00000089295,BX255962.2,10.44688726,0.222047154,0.20675647,NA,protein_coding,NA
ENSDARG00000083356,U1,21.16279082,-0.281721098,0.206779286,NA,snRNA,NA
ENSDARG00000090555,U1,21.16279082,-0.281721098,0.206779286,NA,snRNA,NA
ENSDARG00000094787,si:dkey-14p11.4,186.424486,-0.177060307,0.206791535,0.557767742,protein_coding,NA
ENSDARG00000094749,HTRA2 (27 of 31),25.58237358,-0.287087886,0.20686141,NA,protein_coding,HTRA2
ENSDARG00000087516,CU693494.2,48.90359737,-0.270853384,0.206862156,NA,protein_coding,NA
ENSDARG00000016733,psat1,2253.034268,0.159425877,0.206875776,0.557858866,protein_coding,PSAT1
ENSDARG00000056138,sf3b1,13599.82161,0.084823258,0.206885844,0.557858866,protein_coding,SF3B1
ENSDARG00000093997,si:dkey-9i23.15,1116.621074,-0.261813437,0.206931982,0.557858866,protein_coding,NA
ENSDARG00000095048,si:dkey-250k15.7,1224.837199,0.270499569,0.206940718,0.557858866,protein_coding,CEACAM18
ENSDARG00000042723,gfra2a,476.6821122,-0.267035479,0.206962217,0.557858866,protein_coding,GFRA2
ENSDARG00000093087,si:ch211-225p5.10,17.818785,-0.277863106,0.207018639,NA,processed_transcript,NA
ENSDARG00000092717,si:ch211-91g3.4,14.39657696,0.279062615,0.207032302,NA,processed_transcript,NA
ENSDARG00000053383,rprma,31.41486795,0.281890034,0.207037069,NA,protein_coding,RPRM
ENSDARG00000088190,BX927314.1,249.2215719,-0.283904361,0.207040559,0.557996216,protein_coding,KCNQ1OT1
ENSDARG00000039096,CD22,64.8460904,-0.277690649,0.207274856,NA,protein_coding,CD22
ENSDARG00000018997,cplx2l,1580.889985,0.197226408,0.207322505,0.55868219,protein_coding,CPLX1
ENSDARG00000052182,rbfox2,5247.851689,0.096734471,0.207377402,0.558756225,protein_coding,RBFOX2
ENSDARG00000089808,CU210942.1,103.5764505,0.21056545,0.207454955,0.558891276,miRNA,NA
ENSDARG00000096020,si:ch211-120c15.3,37.36287801,-0.28571027,0.207530367,NA,protein_coding,NA
ENSDARG00000029890,si:dkeyp-86f7.4,149.2476676,0.19534653,0.207620431,0.559263126,protein_coding,RNF133
ENSDARG00000057606,arl4ca,349.1764373,0.221970346,0.207700137,0.559403873,protein_coding,ARL4C
ENSDARG00000094820,si:dkey-58f10.4,94.95431184,-0.242470617,0.207804079,0.559579175,protein_coding,NA
ENSDARG00000039051,hhatla,17368.94071,-0.109260386,0.207834131,0.559579175,protein_coding,HHATL
ENSDARG00000043276,calr,19866.5456,-0.188640433,0.207875178,0.559579175,protein_coding,CALR3
ENSDARG00000015876,npas3b,253.8025351,0.225771425,0.207890046,0.559579175,protein_coding,NPAS1
ENSDARG00000038938,ssfa2,2214.60719,-0.140396925,0.207916446,0.559579175,protein_coding,SSFA2
ENSDARG00000001859,dbx1b,32.80619887,0.283496887,0.207924824,NA,protein_coding,DBX1
ENSDARG00000091245,dnajc7,3122.980823,-0.136134287,0.207930009,0.559579175,protein_coding,DNAJC7
ENSDARG00000091139,5S_rRNA,8.673673088,-0.270776589,0.207936503,NA,rRNA,NA
ENSDARG00000078636,si:rp71-52f21.1p,45.95466425,-0.280633681,0.208020047,NA,pseudogene,NA
ENSDARG00000000747,lcmt2,250.6734884,-0.194781372,0.2080809,0.559845119,protein_coding,LCMT2
ENSDARG00000058649,trim46b,266.3351061,0.210302932,0.208088249,0.559845119,protein_coding,TRIM46
ENSDARG00000093792,BX469910.2,113.8391322,-0.249284098,0.20811126,0.559845119,protein_coding,NA
ENSDARG00000004219,SLC6A3,87.00826438,0.27645135,0.208310679,NA,protein_coding,SLC6A3
ENSDARG00000012271,tmem206,305.2930138,0.185512334,0.208417606,0.560429354,protein_coding,TMEM206
ENSDARG00000052746,grina,2136.59004,0.121479155,0.208425551,0.560429354,protein_coding,GRINA
ENSDARG00000008019,mxg,44.54264994,0.270517063,0.208432192,NA,protein_coding,NA
ENSDARG00000093259,si:dkey-199k11.6,24.7882855,0.285347253,0.20844125,NA,protein_coding,NA
ENSDARG00000057011,dpm1,869.3324033,0.146432545,0.208453058,0.560429354,protein_coding,DPM1
ENSDARG00000086300,FAM107A,883.2887396,0.225633642,0.20848099,0.560429354,protein_coding,FAM107A
ENSDARG00000040286,ubl7,1208.238783,-0.109656081,0.208491223,0.560429354,protein_coding,UBL7
ENSDARG00000074522,RFX7 (2 of 2),460.9065033,0.150350437,0.208493472,0.560429354,protein_coding,RFX7
ENSDARG00000011152,rpp14,434.1022798,-0.168073174,0.20856096,0.56053681,protein_coding,RPP14
ENSDARG00000070486,rbp7b,298.4942526,-0.244651248,0.20861943,0.560620006,protein_coding,RBP7
ENSDARG00000086319,CR847984.1,89.3116631,-0.228438376,0.208621862,NA,protein_coding,BSN
ENSDARG00000073765,gna13a,552.7035382,-0.148856546,0.208668322,0.560677445,protein_coding,GNA13
ENSDARG00000084083,SNORD27,36.15224461,0.276788621,0.208671634,NA,snoRNA,NA
ENSDARG00000055740,9-Mar,153.5008005,0.236402809,0.208729964,0.560769121,protein_coding,9-Mar
ENSDARG00000078188,fam160a2,946.0339798,-0.118758401,0.208765667,0.560791095,protein_coding,FAM160A2
ENSDARG00000092486,si:dkey-152b24.8,22.44099519,0.282069265,0.2087736,NA,protein_coding,NA
ENSDARG00000070229,C11H1orf116 (2 of 2),699.7358681,-0.146122354,0.208833682,0.560899852,protein_coding,C1orf116
ENSDARG00000040851,plekhh2,437.6081048,-0.145831162,0.208940189,0.561078569,protein_coding,PLEKHH2
ENSDARG00000031768,roraa,601.474886,0.147927784,0.208955297,0.561078569,protein_coding,RORA
ENSDARG00000074940,15-Sep,4628.50216,-0.1503804,0.209024826,0.561191308,protein_coding,15-Sep
ENSDARG00000053746,OSBPL1A (2 of 2),124.0156534,-0.236934122,0.209055382,0.561199395,protein_coding,OSBPL1A
ENSDARG00000056741,senp3b,16237.62054,-0.235584819,0.209282169,0.561734184,protein_coding,SENP3
ENSDARG00000088621,CABZ01088982.1,101.065925,-0.268175158,0.209404754,0.561900434,protein_coding,NA
ENSDARG00000062174,cacnb4b,1549.132551,0.167057553,0.209408005,0.561900434,protein_coding,CACNB4
ENSDARG00000092286,si:ch73-196i15.4,66.74427843,0.264678121,0.209462362,NA,processed_transcript,NA
ENSDARG00000018257,ncoa1,544.3036213,0.193895977,0.20952241,0.561900434,protein_coding,NCOA1
ENSDARG00000086596,MED8 (2 of 2),107.1338953,0.219489679,0.209538175,0.561900434,protein_coding,MED8
ENSDARG00000071279,si:dkey-4c23.5,296.6283014,0.179038268,0.209544745,0.561900434,protein_coding,NA
ENSDARG00000041895,cad,4416.849768,-0.189673042,0.20957879,0.561900434,protein_coding,CAD
ENSDARG00000060457,pmp22b,7968.171495,0.12790819,0.209590711,0.561900434,protein_coding,PMP22
ENSDARG00000054363,wu:fd14a06,417.584619,0.154848466,0.209653338,0.561900434,protein_coding,NA
ENSDARG00000058082,birc7,639.1427635,0.1435667,0.209661387,0.561900434,protein_coding,BIRC7
ENSDARG00000068289,EIF3K,2761.815124,0.101888707,0.209668704,0.561900434,protein_coding,EIF3K
ENSDARG00000062699,nkain4,448.0368562,0.154404996,0.209671133,0.561900434,protein_coding,NKAIN3
ENSDARG00000081926,SNORD33,2602.691118,0.077955729,0.209675043,0.561900434,snoRNA,NA
ENSDARG00000087042,CABZ01068387.1,142.5494572,-0.229039685,0.209711765,0.561924937,protein_coding,NA
ENSDARG00000027687,TMEM230 (2 of 2),299.7341278,0.145961534,0.209841008,0.562144903,protein_coding,TMEM230
ENSDARG00000024829,tnw,5370.415511,0.149680563,0.209849037,0.562144903,protein_coding,TNN
ENSDARG00000070722,btf3l4,1625.020206,-0.127654447,0.209905055,0.562152551,protein_coding,BTF3L4
ENSDARG00000078989,ALPK3 (1 of 2),3323.186424,-0.104506381,0.209907073,0.562152551,protein_coding,ALPK3
ENSDARG00000014692,znf622,1217.254138,-0.124933498,0.209947076,0.562185789,protein_coding,ZNF622
ENSDARG00000071445,myoz1b,4335.100025,0.139833163,0.21002946,0.562266312,protein_coding,MYOZ1
ENSDARG00000037362,scube2,449.0226714,0.187207265,0.210032339,0.562266312,protein_coding,SCUBE2
ENSDARG00000074166,birc6,5629.115436,-0.10815178,0.210060378,0.562267499,protein_coding,BIRC6
ENSDARG00000075619,cenpo,239.3713386,-0.190523428,0.210097857,0.56229395,protein_coding,CENPO
ENSDARG00000042189,si:ch211-59c24.1,121.7006167,0.222438219,0.2101329,0.562313875,protein_coding,TSPAN33
ENSDARG00000059047,CABZ01085069.1,15.90376855,0.284995289,0.210172217,NA,protein_coding,NA
ENSDARG00000086998,zgc:64002,137.4435616,0.278839175,0.210210168,0.562393833,protein_coding,NNMT
ENSDARG00000076017,tmem69,310.2656867,-0.222382478,0.210217984,0.562393833,protein_coding,TMEM69
ENSDARG00000087621,AL928837.1,10.21309637,0.225013313,0.210310865,NA,protein_coding,NA
ENSDARG00000090368,dre-mir-132-3,7.130425193,0.266122502,0.210312263,NA,miRNA,NA
ENSDARG00000086032,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000086537,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000086978,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000087184,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000087831,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000088273,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000088374,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000089576,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000089849,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000090133,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000090184,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000090245,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000090246,U1,17.55291272,-0.278700919,0.210331172,NA,snRNA,NA
ENSDARG00000059037,MOV10L1,50.19481322,0.283583452,0.210332294,NA,protein_coding,MOV10L1
ENSDARG00000004586,ntrk1,53.86795751,0.253721331,0.210353125,NA,protein_coding,NTRK1
ENSDARG00000044923,ube2w,414.7318431,0.149770715,0.210377834,0.562620649,protein_coding,RP11-463D19.2
ENSDARG00000088167,SH2D7,130.9064745,-0.242675077,0.210424652,0.562620649,protein_coding,SH2D7
ENSDARG00000041569,ces2,4741.409659,0.270885283,0.210446602,0.562620649,protein_coding,CES1
ENSDARG00000025859,lmf2b,3213.20946,-0.149642066,0.210447422,0.562620649,protein_coding,LMF2
ENSDARG00000086156,SYNPO,1955.081473,0.183507217,0.210471543,0.562620649,protein_coding,SYNPO
ENSDARG00000013379,ppp6r3,4102.65799,-0.067812672,0.210482065,0.562620649,protein_coding,PPP6R3
ENSDARG00000045606,alkbh3,235.3110213,0.189971229,0.210496059,0.562620649,protein_coding,ALKBH3
ENSDARG00000009081,sh2d3cb,421.1992058,0.133338142,0.210554943,0.562704218,protein_coding,SH2D3C
ENSDARG00000053959,cdc42ep2,346.2837032,-0.131652573,0.210677844,0.562955463,protein_coding,CDC42EP2
ENSDARG00000090495,pla2g15,830.3109412,0.227230387,0.210716361,0.562955463,protein_coding,PLA2G15
ENSDARG00000088048,fgf18a,190.4605188,0.15895145,0.210731844,0.562955463,protein_coding,FGF18
ENSDARG00000039434,oprm1,71.23357194,0.225579287,0.210787567,NA,protein_coding,OPRM1
ENSDARG00000058379,otpb,111.3756297,0.2720404,0.210823967,0.563014091,protein_coding,OTP
ENSDARG00000075517,si:ch211-120k19.1,108.4223307,-0.252953431,0.210830802,0.563014091,protein_coding,MPV17L
ENSDARG00000070480,agr2,6804.340885,-0.171770338,0.210836688,0.563014091,protein_coding,AGR2
ENSDARG00000081240,5S_rRNA,19.33495443,-0.283067211,0.210875352,NA,rRNA,NA
ENSDARG00000057100,zwilch,933.2220805,-0.163521216,0.210935504,0.563179174,protein_coding,ZWILCH
ENSDARG00000087903,NIPAL2 (2 of 2),49.16786364,-0.255108191,0.211024961,NA,protein_coding,NIPAL2
ENSDARG00000018397,hpca,1637.010086,0.118356945,0.211053137,0.563179174,protein_coding,HPCA
ENSDARG00000077468,wu:fe36b12,311.4905639,0.187577786,0.21107698,0.563179174,protein_coding,PLSCR1
ENSDARG00000060029,fam160b2,908.8674875,0.177670971,0.211092877,0.563179174,protein_coding,FAM160B2
ENSDARG00000039616,CENPK,488.8821705,-0.142914028,0.211100277,0.563179174,protein_coding,CENPK
ENSDARG00000060578,SMARCA4,185.5879624,0.205136687,0.211115275,0.563179174,protein_coding,SMARCA2
ENSDARG00000075285,MRAS (1 of 2),554.7900136,0.108566431,0.211115358,0.563179174,protein_coding,MRAS
ENSDARG00000012247,def6a,176.8721633,-0.163202721,0.211119633,0.563179174,protein_coding,DEF6
ENSDARG00000077222,tmem130,55.55637765,-0.272989799,0.211176204,NA,protein_coding,TMEM130
ENSDARG00000020794,neurod6b,249.1103065,0.25342248,0.211211217,0.563255348,protein_coding,NEUROD6
ENSDARG00000077096,fndc7,186.9685673,-0.218793099,0.211231192,0.563255348,protein_coding,FNDC7
ENSDARG00000012789,plek2,658.9931115,0.198874208,0.211257743,0.563255348,protein_coding,PLEK2
ENSDARG00000077858,ASIP,466.0391934,-0.150104314,0.211284451,0.563255348,protein_coding,ASIP
ENSDARG00000075422,MRPL49,472.3703047,-0.151118794,0.211286411,0.563255348,protein_coding,MRPL49
ENSDARG00000089747,FP565451.1,6.979372657,-0.141885616,0.211295854,NA,protein_coding,NA
ENSDARG00000043661,cadpsa,438.6946464,0.181186648,0.211326907,0.563289603,protein_coding,CADPS
ENSDARG00000089816,-,169.2223471,-0.179369567,0.211422692,0.563387464,protein_coding,KIAA1199
ENSDARG00000007823,atf3,1388.614035,0.214349029,0.211443586,0.563387464,protein_coding,ATF3
ENSDARG00000091835,SH2D1B,74.07522184,0.240679434,0.21145934,NA,protein_coding,SH2D1B
ENSDARG00000031981,pcbd1,925.3041589,-0.1871234,0.211470599,0.563387464,protein_coding,PCBD1
ENSDARG00000030156,naglu,276.3517204,-0.150531629,0.211509446,0.563387464,protein_coding,NAGLU
ENSDARG00000062579,kremen1,514.1242394,-0.203763908,0.211555258,0.563387464,protein_coding,KREMEN1
ENSDARG00000022841,ptk2ba,507.6331561,0.159598152,0.211562658,0.563387464,protein_coding,PTK2B
ENSDARG00000024561,nolc1,2366.55831,-0.245244881,0.211635088,0.563387464,protein_coding,NOLC1
ENSDARG00000087087,CABZ01078425.1,69.98181804,0.255093285,0.2116735,NA,protein_coding,COL28A1
ENSDARG00000077467,sox10,793.3369866,-0.111483849,0.211674638,0.563387464,protein_coding,SOX10
ENSDARG00000090853,CABZ01056051.1,20.08740769,0.284526734,0.211693334,NA,protein_coding,GPR114
ENSDARG00000061852,olfml3a,767.9700023,-0.133124599,0.211712623,0.563387464,protein_coding,OLFML3
ENSDARG00000004958,uvssa,423.9553408,0.146257808,0.211735664,0.563387464,protein_coding,UVSSA
ENSDARG00000015174,atp6v0a1b,1376.949652,0.221117149,0.211750819,0.563387464,protein_coding,ATP6V0A1
ENSDARG00000062349,arhgap15,139.5231302,-0.186027344,0.211761455,0.563387464,protein_coding,ARHGAP15
